RXCUI,ATC4,ATC2
1098497,R06AB,R06
979444,R03AB,R03
1000054,D04AX,D04
857430,D04AA,D04
309273,N02BA,N02
485496,N05AX,N05
1798459,N02BE,N02
1804185,C05AD,C05
1798481,C05AD,C05
1987647,C01BB,C01
1363513,R06AB,R06
791846,C10BA,C10
999939,C10AA,C10
995599,J04AK,J04
996650,R06AX,R06
1091910,A01AA,A01
1302912,C05AD,C05
404323,G03DA,G03
351825,G03DA,G03
1605088,D10AD,D10
199370,J01MA,J01
1373333,D10AD,D10
1373335,D10AD,D10
1373337,D10AD,D10
198048,J01MA,J01
198049,J01MA,J01
198050,J01MA,J01
313995,N06AB,N06
403841,R06AX,R06
577080,R06AX,R06
360110,L04AA,L04
1728050,A04AA,A04
1245905,D08AE,D08
1053758,D08AE,D08
313470,D08AE,D08
313812,D06BB,D06
882527,G04BE,G04
1734399,A04AA,A04
1663244,C01BD,C01
486499,A02BC,A02
1734483,N01BB,N01
1734084,N01BB,N01
1743720,D07AA,D07
1357886,D07AA,D07
866152,A02BC,A02
1790886,N06AX,N06
1790890,N06AX,N06
809536,A02AC,A02
902626,A02BC,A02
309889,C01AA,C01
856666,A07AA,A07
1665212,J01MA,J01
1791721,H01BB,H01
1366508,N02BE,N02
1435089,R05DA,R05
997224,N06DA,N06
803354,A08AA,A08
847042,C09CA,C09
977861,N06BA,N06
637197,C01EB,C01
1149627,N05BA,N05
206750,N03AB,N03
105569,L01DA,L01
992168,L01AA,L01
701678,A02AC,A02
404179,A02AC,A02
237865,A02AC,A02
1112686,A02AB,A02
1943539,P03AX,P03
1926518,P03AX,P03
1297381,A01AA,A01
1297832,C05AD,C05
1100391,D07AA,D07
1373239,A01AC,A01
686403,P03AX,P03
1053230,D08AE,D08
1098433,D08AE,D08
1425407,D08AX,D08
966154,H03AA,H03
966161,H03AA,H03
966167,H03AA,H03
966401,H03AA,H03
966178,H03AA,H03
966397,H03AA,H03
966188,H03AA,H03
966410,H03AA,H03
966197,H03AA,H03
966399,H03AA,H03
966208,H03AA,H03
966214,H03AA,H03
1375954,R06AA,R06
1999657,R06AA,R06
998332,D01AE,D01
1050671,D01AE,D01
199126,D01AE,D01
352044,B03XA,B03
352045,B03XA,B03
352046,B03XA,B03
352047,B03XA,B03
1654951,B03XA,B03
731227,B03XA,B03
731250,B03XA,B03
730046,B03XA,B03
731231,B03XA,B03
731235,B03XA,B03
731241,B03XA,B03
731245,B03XA,B03
706958,H05BX,H05
706960,H05BX,H05
1721283,L01XX,L01
1721289,L01XX,L01
1605172,B03XA,B03
352262,B03XA,B03
731229,B03XA,B03
1597267,L01XC,L01
727542,L03AA,L03
2046149,L01XC,L01
2046145,L01XC,L01
727545,L03AA,L03
1728099,B02BX,B02
1649964,L03AA,L03
993456,M05BX,M05
1046402,M05BX,M05
1876138,H05BX,H05
1876136,H05BX,H05
1876132,H05BX,H05
1665906,C10AX,C10
1665900,C10AX,C10
1801322,C10AX,C10
1649491,C01EB,C01
1649495,C01EB,C01
2045632,N02CX,N02
2045638,N02CX,N02
727537,L03AA,L03
1657723,L01XC,L01
1373760,A01AA,A01
896872,G03GA,G03
1865295,G03GA,G03
1648162,H01AC,H01
1648160,H01AC,H01
883830,B02AA,B02
849503,H01BA,H01
849522,H01BA,H01
849508,H01BA,H01
849517,H01BA,H01
849524,H01BA,H01
597959,G02AD,G02
2048718,H01BA,H01
2048722,H01BA,H01
725098,G03DA,G03
1991509,A09AB,A09
858125,L02BX,L02
858127,L02BX,L02
1305810,A09AB,A09
1009433,C01BB,C01
1432482,C01BB,C01
1372560,M02AB,M02
309095,J01DC,J01
996209,R01AA,R01
1046643,A06AG,A06
283616,D06AX,D06
1100016,D08AX,D08
1189098,M03BB,M03
1020479,D04AA,D04
1865962,D11AH,D11
260847,A01AD,A01
1740883,C01BB,C01
901429,C05AD,C05
207734,N07BA,N07
207712,N07BA,N07
207716,N07BA,N07
2053245,N07BA,N07
1045495,A01AA,A01
1596010,M02AB,M02
416206,D10AE,D10
1370097,D10AB,D10
1006439,A01AA,A01
1802555,C05AD,C05
1233546,N02BE,N02
1857273,N02BE,N02
1543754,L03AX,L03
1486787,D01AE,D01
307650,J05AF,J05
1356074,G03AA,G03
810096,G03AA,G03
1543735,G03AC,G03
748832,G03AA,G03
1485332,G03AA,G03
1422896,G03AC,G03
1716037,G03AC,G03
1422081,G03AC,G03
1543553,G03AC,G03
1727521,B03AA,B03
1052467,N02BE,N02
1546238,A01AA,A01
1362618,D08AE,D08
1372890,C05BB,C05
1432885,D08AG,D08
1552226,C05AD,C05
1098219,D08AX,D08
1052729,D08AX,D08
284283,A06AB,A06
891890,N02AA,N02
891883,N02AA,N02
894918,N02AA,N02
858770,R05DA,R05
1234872,A01AD,A01
311194,C01DA,C01
205329,A10BF,A10
205330,A10BF,A10
205331,A10BF,A10
207351,L03AX,L03
1302342,D08AX,D08
1491797,D08AX,D08
1433635,C01EB,C01
849548,A07EB,A07
1049884,D04AA,D04
1436557,N06BC,N06
1667351,R05DA,R05
1600927,N06BC,N06
1600925,N06BC,N06
541879,N06BA,N06
541894,N06BA,N06
687045,N06BA,N06
577960,N06BA,N06
1009147,N06BA,N06
577962,N06BA,N06
541365,N06BA,N06
262226,N05AG,N05
201653,N05AG,N05
213050,A16AX,A16
213049,A16AX,A16
1494798,B05BC,B05
1494825,D10AF,D10
1494826,D10AF,D10
1494827,D10AF,D10
1494824,D10AF,D10
1870937,L01CD,L01
1861411,L01CD,L01
1436945,D01AE,D01
1436938,B05BC,B05
1436949,G01AC,G01
1439784,D10AE,D10
1439788,D10AE,D10
1998475,D07AC,D07
1923326,D07AC,D07
213361,L04AB,L04
1811257,L04AC,L04
1654079,L04AC,L04
853354,L04AC,L04
853356,L04AC,L04
848164,L04AB,L04
1100079,L02BX,L02
1918044,L02BX,L02
1918042,L02BX,L02
108911,B01AC,B01
1431647,L04AB,L04
1658135,L04AC,L04
1721956,L01XC,L01
1726440,L01XC,L01
1928689,L04AC,L04
1301959,A06AD,A06
252203,A02AD,A02
995680,R06AE,R06
2000019,L01XE,L01
1994362,L01XE,L01
1442992,L01XE,L01
2000023,L01XE,L01
2000027,L01XE,L01
2000031,L01XE,L01
1539248,J01XA,J01
759009,V03AB,V03
1437628,R02AA,R02
1423838,D01AE,D01
1658308,D01AE,D01
1658311,D01AE,D01
1425181,A02AC,A02
1300386,J07AF,J07
829989,J07AF,J07
830549,J07AF,J07
830557,J07AF,J07
1119597,M02AB,M02
1545776,L01AD,L01
1545780,L01AD,L01
1545778,L01AD,L01
1098924,A01AA,A01
753457,D06AX,D06
1293717,D04AA,D04
1294591,D04AA,D04
1049882,D04AA,D04
1294592,D04AA,D04
1189206,A01AC,A01
1359362,C05AD,C05
212240,D06AX,D06
1233698,C05AD,C05
1233694,C05AD,C05
1298226,R06AB,R06
805678,M03BX,M03
1666620,M03BX,M03
805679,M03BX,M03
1666622,M03BX,M03
1718996,B02BD,B02
1720166,B02BD,B02
1666317,B02BD,B02
1051006,D10AE,D10
261105,L04AB,L04
802652,L04AB,L04
1366500,R06AE,R06
828696,N05CF,N05
1251321,R06AE,R06
1236716,R06AE,R06
1723988,C01BB,C01
199146,D10AE,D10
1489373,A01AC,A01
755976,A01AC,A01
212306,J01DB,J01
212339,J01DB,J01
637175,J01DB,J01
105392,A01AC,A01
343040,A01AC,A01
205712,A01AC,A01
205717,A01AC,A01
857218,V03AE,V03
857226,V03AE,V03
1804758,A16AB,A16
1804755,A16AB,A16
404492,A16AB,A16
107050,L04AA,L04
284411,H05BX,H05
861373,V03AE,V03
861377,V03AE,V03
993072,A16AB,A16
1594663,L04AA,L04
1310531,L04AA,L04
1310535,L04AA,L04
1547231,A16AX,A16
2110618,B01AX,B01
828267,L04AA,L04
1726260,A16AB,A16
1665362,A01AD,A01
1245706,R05DB,R05
1248750,R05DB,R05
1946784,R05CA,R05
1367227,R06AB,R06
1424872,R05DB,R05
1099024,R05CA,R05
1112205,R05CA,R05
1484743,R05DA,R05
1101787,D01AE,D01
1101782,D01AE,D01
1101785,D01AE,D01
1099285,R05DA,R05
1303325,D01AE,D01
1101791,D01AE,D01
1430054,D01AE,D01
1088744,A01AB,A01
1092552,C05AD,C05
1110820,C05AD,C05
1102142,D01AE,D01
1101793,D01AE,D01
1485599,R05CA,R05
1731101,N02BE,N02
1666391,G02CX,G02
2003123,R05CA,R05
2003130,R06AB,R06
1243500,R06AB,R06
1356838,R06AB,R06
1356843,R06AB,R06
2001623,R06AB,R06
2003179,R06AB,R06
1248050,R05DA,R05
1304115,R05CA,R05
309606,B03BA,B03
198215,A01AA,A01
347061,A01AA,A01
1050325,A03BA,A03
992184,J01XX,J01
1428927,R06AX,R06
1741538,R01AA,R01
1598284,R05CA,R05
1426334,N02BE,N02
1664664,N06BC,N06
1735487,R05DB,R05
1874730,R05DA,R05
1429409,R05DB,R05
1874721,R05DB,R05
1648584,N02BE,N02
1664658,N02BA,N02
1789514,R06AX,R06
1429439,R06AX,R06
1429362,R05DA,R05
1789746,D04AA,D04
1360733,D04AA,D04
1808189,R05DB,R05
1808194,D04AA,D04
1808192,R05DA,R05
1809636,D04AA,D04
1369424,R05DB,R05
991088,A03AA,A03
991069,A03AA,A03
1247388,A09AA,A09
1247381,A09AA,A09
208097,A02BX,A02
583257,A07EC,A07
1294621,A02BD,A02
858752,A05AA,A05
858735,A05AA,A05
1091012,N02BE,N02
992582,A06AB,A06
351706,G01AC,G01
998525,A01AB,A01
1673566,D06AX,D06
1599125,D01AE,D01
199107,P02CC,P02
1232204,N05CF,N05
1232200,N05CF,N05
1595736,R05DA,R05
1595742,R05DA,R05
1595748,R05DA,R05
1595754,R05DA,R05
1595760,R05DA,R05
1595766,R05DA,R05
1595772,R05DA,R05
1049504,N02AA,N02
1049545,N02AA,N02
1049576,N02AA,N02
1049586,N02AA,N02
897747,N02AA,N02
897755,N02AA,N02
1876609,A06AH,A06
904882,N02AE,N02
904874,N02AE,N02
904878,N02AE,N02
1542999,N02AE,N02
1432971,N02AE,N02
1720258,A11CC,A11
1314654,A11DA,A11
1801146,A11CC,A11
1723996,C01BB,C01
1947197,C01BB,C01
1086738,D08AE,D08
1012233,A01AC,A01
1012221,A01AC,A01
1595449,M02AB,M02
1803546,D08AX,D08
1544404,L01BA,L01
1544383,L01BA,L01
1544386,L01BA,L01
1544388,L01BA,L01
1544390,L01BA,L01
1544394,L01BA,L01
1544396,L01BA,L01
1544398,L01BA,L01
1544402,L01BA,L01
615172,N05AX,N05
352308,N05AX,N05
544412,N05AX,N05
672540,N05AX,N05
1659818,N05AX,N05
849831,C03XA,C03
849835,C03XA,C03
1998457,N05AX,N05
1998463,N05AX,N05
1998453,N05AX,N05
1998455,N05AX,N05
1998459,N05AX,N05
1998461,N05AX,N05
1658325,N05AX,N05
1658329,N05AX,N05
1658333,N05AX,N05
1658337,N05AX,N05
1658341,N05AX,N05
1658345,N05AX,N05
644989,L01BC,L01
284425,L01AB,L01
2044355,C03XA,C03
2044357,C03XA,C03
2044969,C03XA,C03
2044967,C03XA,C03
2044971,C03XA,C03
643021,N05AX,N05
643023,N05AX,N05
861404,C04AX,C04
208675,C03DB,C03
208674,C03DB,C03
866464,C03AA,C03
866475,C03AA,C03
866455,C03AA,C03
284551,L02BB,L02
861134,G04CA,G04
104206,C01AA,C01
309888,C01AA,C01
1441567,C01AA,C01
104838,N06AF,N06
1013934,C02AC,C02
284408,N03AX,N03
404725,N03AX,N03
668658,A07EA,A07
647127,A07EA,A07
668660,A07EA,A07
1432967,R02AA,R02
1432962,R02AA,R02
1314479,D01AE,D01
966538,A07EA,A07
1797902,A07EA,A07
1797921,A07EA,A07
1746898,R03DX,R03
1941613,D07AC,D07
1941536,D07AC,D07
1941607,D07AC,D07
1918211,R03AK,R03
1918199,R03AK,R03
1918205,R03AK,R03
1649007,M02AB,M02
1802849,M02AB,M02
1923343,P03AX,P03
1923327,M02AB,M02
1923329,M02AB,M02
1792485,B03XA,B03
1591973,B03XA,B03
1792490,B03XA,B03
1792495,B03XA,B03
999640,A01AB,A01
1542396,N02AE,N02
1544853,N02AE,N02
1544856,N02AE,N02
1716079,N02AE,N02
1716063,N02AE,N02
1716067,N02AE,N02
1716071,N02AE,N02
1716075,N02AE,N02
1716083,N02AE,N02
1716090,N02AE,N02
1235569,R01AA,R01
1547773,C05AD,C05
310934,S01KA,S01
992759,S01FA,S01
1088146,A06AA,A06
2099522,D04AB,D04
1442155,C05AD,C05
1595159,P03AX,P03
1593858,N06BA,N06
854832,N06BA,N06
854834,N06BA,N06
854840,N06BA,N06
854850,N06BA,N06
854848,N06BA,N06
854842,N06BA,N06
1871465,N06BA,N06
1871463,N06BA,N06
1871461,N06BA,N06
1871459,N06BA,N06
1871469,N06BA,N06
1871467,N06BA,N06
1311206,D01AE,D01
1441112,D01AE,D01
2048259,D08AJ,D08
1550946,M04AC,M04
794747,A02AC,A02
1435365,D11AX,D11
1549126,D11AX,D11
1549533,R02AA,R02
1101754,A01AD,A01
1020142,R05DA,R05
545206,L01BC,L01
213360,L04AX,L04
404449,L04AX,L04
700418,L04AX,L04
404450,L04AX,L04
1242233,L04AX,L04
616116,L04AX,L04
616114,L04AX,L04
643714,L04AX,L04
1429367,L04AX,L04
643722,L04AX,L04
1369724,L04AX,L04
1369728,L04AX,L04
1369732,L04AX,L04
1369736,L04AX,L04
1492748,L04AA,L04
1492746,L04AA,L04
1605455,L04AA,L04
1940376,L01XX,L01
1940372,L01XX,L01
877516,L01XX,L01
582615,R07AX,R07
582608,R07AX,R07
153324,L03AB,L03
1039657,J01DH,J01
744812,J01DH,J01
829502,M01AG,M01
207790,J01XE,J01
583096,C10AB,C10
790840,C08CA,C08
763521,C08CA,C08
763591,C08CA,C08
2054995,B02BX,B02
861002,A10BA,A10
860998,A10BA,A10
1370982,G03XC,G03
1091343,N06BA,N06
1091135,N06BA,N06
108395,J01DD,J01
581580,J01DD,J01
2003375,G03AC,G03
2045196,G03AC,G03
1297641,M02AB,M02
1102277,J05AG,J05
831870,J05AE,J05
850457,J05AE,J05
1236632,J05AE,J05
758555,J05AG,J05
1052660,J05AG,J05
1250723,J05AG,J05
1999587,L02BB,L02
1718594,L01CX,L01
1364515,J04AK,J04
2049677,V03AX,V03
977526,N02BE,N02
1658148,J06BB,J06
197973,D07AA,D07
328161,D07AA,D07
197971,D07AA,D07
392073,C01EB,C01
313142,A07EC,A07
897853,C08DA,C08
897844,C08DA,C08
897783,C08DA,C08
905158,L04AA,L04
198200,J04AB,J04
1543006,A09AA,A09
1294483,A09AA,A09
1294128,A09AA,A09
1929118,A09AA,A09
895966,A06AG,A06
1245236,A06AG,A06
1301246,R05DA,R05
1101762,P03AX,P03
409388,P03AX,P03
1011839,D08AJ,D08
1012081,D08AJ,D08
310869,A01AC,A01
1246241,D11AX,D11
310519,B05CX,B05
1663815,R06AE,R06
1090579,A01AA,A01
1673791,R06AB,R06
1803669,N02BE,N02
1805288,N02BE,N02
1101852,C05BB,C05
1537911,P03AX,P03
238784,C05AD,C05
617624,A01AA,A01
1095271,A01AB,A01
847014,A01AA,A01
1113435,A01AB,A01
1101883,A01AA,A01
1488074,A01AA,A01
1050123,D01AE,D01
1088235,C01BB,C01
1372896,C01BB,C01
1487770,C01BB,C01
2109606,D08AJ,D08
1044190,D08AX,D08
1043129,D08AE,D08
1594680,V03AE,V03
1596023,V03AE,V03
1356343,R05CA,R05
1356345,R05CA,R05
1422568,D01AE,D01
1426841,D08AJ,D08
209304,A09AB,A09
253010,V03AB,V03
1086836,V03AB,V03
1547593,C05AD,C05
859186,N04BD,N04
544455,A06AD,A06
197878,P03AB,P03
1358993,R06AB,R06
1922334,J06BB,J06
1722407,J06BB,J06
213291,N06AB,N06
476673,N03AX,N03
476677,N03AX,N03
476679,N03AX,N03
1605362,N03AX,N03
211699,N06AB,N06
207349,N06AB,N06
207350,N06AB,N06
211700,N06AB,N06
1665093,J01DE,J01
1039654,J01DH,J01
744808,J01DH,J01
1488689,D10AE,D10
1437352,P03AX,P03
1114002,R06AB,R06
1114003,R06AB,R06
1114110,R05DA,R05
1145972,R05DA,R05
1114030,R05DA,R05
1650127,N02BE,N02
1436083,C01BB,C01
1038886,D10AE,D10
1091650,C09CA,C09
1091654,C09CA,C09
1235150,C09CA,C09
1235157,C09CA,C09
1485070,C05BB,C05
1942189,C05AD,C05
1487765,R06AA,R06
1251782,B05CB,B05
198102,B02BA,B02
2053336,A12CB,A12
1860136,A12BA,A12
314268,D05AX,D05
310377,C05AA,C05
798926,N02BE,N02
1876395,R02AA,R02
1876392,R02AA,R02
1876355,R02AA,R02
207010,H03BB,H03
207012,H03BB,H03
903699,H03AA,H03
903705,H03AA,H03
745560,J01CE,J01
745561,J01CE,J01
261285,N05CF,N05
261286,N05CF,N05
757667,B02BC,B02
208003,C03AA,C03
208029,C03AA,C03
863849,N02AA,N02
863851,N02AA,N02
863853,N02AA,N02
863855,N02AA,N02
863857,N02AA,N02
863847,N02AA,N02
836306,J01CE,J01
1243786,B02BC,B02
966157,H03AA,H03
966164,H03AA,H03
966170,H03AA,H03
966175,H03AA,H03
966283,H03AA,H03
966184,H03AA,H03
966190,H03AA,H03
966194,H03AA,H03
966200,H03AA,H03
966204,H03AA,H03
966211,H03AA,H03
1482815,R05DA,R05
1991329,A01AD,A01
1305268,A01AD,A01
1305269,A01AD,A01
1855732,A06AH,A06
1359125,G03CA,G03
1359128,G03CA,G03
476872,A02BA,A02
1094109,G04BX,G04
1094122,G04BX,G04
213219,A10BX,A10
213220,A10BX,A10
260269,C05AD,C05
1810582,M09AX,M09
1810578,M09AX,M09
1049227,N02BE,N02
1487288,N02BE,N02
1049216,N02BE,N02
208969,V03AB,V03
1111741,C05AD,C05
1251836,D04AA,D04
1598277,M02AB,M02
1442714,D01AE,D01
205821,L01XA,L01
1649980,D11AX,D11
1483665,D08AX,D08
616853,C10AB,C10
616852,C10AB,C10
1488578,A11HA,A11
861208,D11AX,D11
978573,C07AA,C07
1605071,L03AA,L03
1605075,L03AA,L03
204874,A01AC,A01
1537947,C02DC,C02
1491717,C01CA,C01
1534855,D01AE,D01
1534858,D01AE,D01
1491970,D01AE,D01
1804178,D08AX,D08
1598082,J05AH,J05
1997508,C01BB,C01
2044962,C01BB,C01
1011709,C01BB,C01
309040,J01DC,J01
1926055,A12AA,A12
106222,C01BB,C01
1294036,C05AD,C05
1052707,D01AE,D01
1052431,D08AJ,D08
1485895,D11AX,D11
2108920,C01BB,C01
214081,C03BA,C03
688704,D06AX,D06
1542806,A01AC,A01
208581,S01AD,S01
860773,R06AA,R06
845489,C09AA,C09
104384,C09AA,C09
104385,C09AA,C09
260333,C09AA,C09
261306,J01FG,J01
1486572,A01AA,A01
1486534,A01AA,A01
1486532,A01AA,A01
1486665,A06AG,A06
2103199,N01AH,N01
240416,L01BC,L01
1863343,L01CA,L01
249364,L01BC,L01
210972,A11CA,A11
1305205,A11DA,A11
283270,M02AB,M02
1442161,R05CA,R05
1242502,N02BE,N02
1359455,N02BE,N02
631357,J04AM,J04
582299,B02AA,B02
197351,B02AA,B02
476271,B02AA,B02
797452,D10AF,D10
1242611,D10AD,D10
1242613,D10AD,D10
1663728,D10AD,D10
1242615,D10AD,D10
141860,P03AB,P03
763457,L04AC,L04
1232159,L01XX,L01
1591982,P03AX,P03
1242114,R05DA,R05
992212,R05CA,R05
213109,M02AB,M02
804752,M02AB,M02
1094131,N02BE,N02
207889,N05CD,N05
1860080,D08AX,D08
1653792,A07DA,A07
1719766,A07DA,A07
1667666,N05AX,N05
1667670,N05AX,N05
1667674,N05AX,N05
1667678,N05AX,N05
1741747,N05AX,N05
1600726,C09BB,C09
1600730,C09BB,C09
1600722,C09BB,C09
849438,G02CC,G02
1812013,C08CA,C08
1652673,A01AB,A01
992440,D04AA,D04
483438,N03AX,N03
483440,N03AX,N03
1549618,D08AE,D08
1550947,D08AE,D08
259853,D08AE,D08
998454,A01AB,A01
1111086,A07BC,A07
1111099,R05CA,R05
1111091,R05DA,R05
1111095,D04AA,D04
211248,J05AB,J05
1243346,J05AF,J05
1243326,J05AF,J05
1243330,J05AF,J05
1243229,J05AF,J05
616148,J05AF,J05
1744003,J05AR,J05
1744007,J05AR,J05
1744011,J05AR,J05
722124,C02KX,C02
722120,C02KX,C02
901614,J01DF,J01
860737,C01EB,C01
1551999,V03AX,V03
1484922,J05AP,J05
1544471,L01XX,L01
1544475,L01XX,L01
1591949,J05AP,J05
1747697,J05AF,J05
1799218,J05AP,J05
1858267,J05AF,J05
1939335,J05AP,J05
1999673,J05AF,J05
1995471,D10AB,D10
204638,D10AB,D10
1053097,D01AE,D01
1053099,D01AE,D01
417462,D10AB,D10
1098404,D11AX,D11
1098406,D11AX,D11
1363558,A01AA,A01
1600786,A01AA,A01
486247,A01AA,A01
1488702,D04AA,D04
244492,A01AC,A01
831309,C05AE,C05
831338,C05AE,C05
831196,C05AE,C05
831248,C05AE,C05
831300,C05AE,C05
831325,C05AE,C05
831349,C05AE,C05
1044591,H01AC,H01
2043322,J05AX,J05
1001476,A01AD,A01
798928,N02BE,N02
1489127,A01AA,A01
1650030,A01AB,A01
1737782,C01BB,C01
1792289,A01AC,A01
206854,C01DA,C01
206856,C01DA,C01
897586,C08DA,C08
897592,C08DA,C08
897598,C08DA,C08
897614,C08DA,C08
897620,C08DA,C08
897626,C08DA,C08
897632,C08DA,C08
1491009,C05AD,C05
1484737,A02AC,A02
1549223,C01BB,C01
1291677,C01BB,C01
1540235,S01FB,S01
1373014,J01DD,J01
1535484,A01AD,A01
1241492,D11AX,D11
1999202,A02AC,A02
807363,A02AB,A02
1788938,A02AC,A02
1535372,R05DA,R05
1535708,D04AA,D04
1491554,P03AX,P03
413206,D08AE,D08
1536490,L01BB,L01
1020053,D01AE,D01
1014642,D01AE,D01
1302845,N03AX,N03
1302833,N03AX,N03
1313061,N03AX,N03
1302856,N03AX,N03
1806966,A09AA,A09
1806921,A09AA,A09
1806926,A09AA,A09
1806931,A09AA,A09
102250,A01AC,A01
310878,A01AC,A01
207265,A03FA,A03
207266,A03FA,A03
311982,L02BB,L02
201848,A07AA,A07
201849,A07AA,A07
856537,C07AA,C07
856571,C07AA,C07
856462,C07AA,C07
856483,C07AA,C07
805863,C09CA,C09
805859,C09CA,C09
885585,C05AD,C05
308645,C05AD,C05
1115754,D08AE,D08
1113695,D08AE,D08
389122,D10AE,D10
1053177,D10AE,D10
283602,D01AE,D01
1001084,R01AA,R01
2058918,L01BC,L01
2058863,L01BC,L01
2058867,L01BC,L01
2058881,L01BC,L01
2058883,L01BC,L01
2058891,L01BC,L01
2058893,L01BC,L01
2058895,L01BC,L01
1549091,G03AC,G03
1922759,G03AC,G03
2047728,G03AC,G03
2058928,L01BC,L01
2058934,L01BC,L01
1042673,D01AE,D01
1099892,D01AE,D01
1111055,D01AE,D01
1098592,D01AE,D01
1923351,A01AA,A01
2107062,D01AE,D01
1242148,D11AX,D11
1728089,J01XA,J01
153473,L01XX,L01
854870,A02BC,A02
997230,N06DA,N06
1356563,N03AX,N03
1356572,N03AX,N03
1356576,N03AX,N03
1356580,N03AX,N03
1356584,N03AX,N03
1356588,N03AX,N03
1790126,N03AX,N03
1045460,L01XX,L01
1300712,A08AA,A08
1808552,A08AA,A08
824299,N03AF,N03
824303,N03AF,N03
1092360,N03AF,N03
213502,D11AH,D11
2054157,L01XE,L01
1000915,N07AX,N07
1792377,L01XE,L01
1604384,L01XE,L01
2054159,L01XE,L01
1604350,L01XE,L01
1792393,L01XE,L01
1604395,L01XE,L01
1604352,L01XE,L01
1001006,N07AX,N07
1728056,A04AA,A04
1538589,N02BE,N02
825335,L02AE,L02
825333,L02AE,L02
825325,L02AE,L02
825334,L02AE,L02
1040025,H01AA,H01
542370,J05AE,J05
402244,L01XX,L01
1723763,L01XX,L01
1723767,L01XX,L01
1723772,L01XX,L01
1988768,L01XE,L01
1921228,L01XE,L01
1988772,L01XE,L01
1988786,L01XE,L01
1726639,L01XE,L01
1364362,L01XE,L01
1364358,L01XE,L01
1052466,N02BE,N02
1039227,C05AD,C05
1539995,R05CA,R05
1043359,C05AD,C05
731097,D01AE,D01
2000033,G04BX,G04
994435,A01AD,A01
1247402,A01AD,A01
1247397,A01AD,A01
1092416,D04AA,D04
1233662,D04AA,D04
1741529,N02BE,N02
104062,A02BA,A02
1189781,A01AD,A01
212086,A01AD,A01
1661099,D01AE,D01
1549388,C01CA,C01
1872069,A07BC,A07
1150360,A06AB,A06
1053327,A01AD,A01
1086857,D04AA,D04
1086986,D04AA,D04
1086356,D01AE,D01
210140,D01AE,D01
763115,A01AD,A01
1301882,N02BE,N02
1661689,N02BE,N02
1370291,N02BE,N02
1188388,A01AD,A01
1297949,N02BE,N02
1188440,A01AD,A01
206876,C01EB,C01
995726,R06AE,R06
283224,M02AB,M02
685054,A11CC,A11
999749,B03BA,B03
999783,B03BA,B03
999799,B03BA,B03
2049271,N05AX,N05
1791697,N05AX,N05
2049278,N05AX,N05
1362704,C05AD,C05
1426687,C05AD,C05
1010057,C01BB,C01
1652108,C01BB,C01
1039003,D08AE,D08
1486964,R06AB,R06
1356803,M02AB,M02
1373142,C01BB,C01
1373136,C01BB,C01
1046272,R01AA,R01
994841,M03BC,M03
1190201,N02BE,N02
1939340,C01BB,C01
348377,V03AN,V03
1251486,D08AJ,D08
1095485,D08AJ,D08
1292897,D08AJ,D08
1294436,D08AJ,D08
1537091,D01AE,D01
1999035,C07AB,C07
1999037,C07AB,C07
1999031,C07AB,C07
1999033,C07AB,C07
1649429,A01AB,A01
794947,N06AB,N06
251200,N06AB,N06
314007,J05AB,J05
200206,J05AB,J05
309096,J01DC,J01
313926,J01DC,J01
239200,D06AX,D06
896854,G03GA,G03
1868469,B05CB,B05
1868486,B05CB,B05
861604,P01CX,P01
1791701,L01BC,L01
1791736,L01BC,L01
310027,A01AB,A01
240754,L01BB,L01
239204,D06AX,D06
312736,A11HA,A11
237786,B03BB,B03
1423812,B05XA,B05
1012726,N01BB,N01
1808219,N01AX,N01
239178,L01CA,L01
865129,N05AB,N05
1734208,N01BB,N01
1996298,N01BB,N01
1734480,N01BB,N01
1996293,N01BB,N01
905191,N01BB,N01
1734091,N01BB,N01
1012735,N01BB,N01
1012741,N01BB,N01
313416,J01GB,J01
1726214,J01DH,J01
1726204,J01DH,J01
1722916,J01DC,J01
1664981,J01DF,J01
1731993,N02AA,N02
2003714,N02AA,N02
1732136,N02AA,N02
1012421,N01BB,N01
1012413,N01BB,N01
1012417,N01BB,N01
1724807,N01BB,N01
992811,N01BA,N01
1867944,A01AD,A01
1867999,A01AD,A01
1737637,C01BB,C01
1658717,B01AB,B01
1795612,B05CX,B05
1658245,A06AD,A06
402243,L01XX,L01
1729578,N01AH,N01
1729584,N01AH,N01
1729710,N01AH,N01
351156,J01MA,J01
1724338,N02AA,N02
1724341,N02AA,N02
861599,P01CX,P01
1310820,D08AJ,D08
1250976,D01AE,D01
1250980,D01AE,D01
1425352,A01AB,A01
1113406,D01AE,D01
1250734,D01AE,D01
2109620,J07AF,J07
261361,N07AX,N07
540407,N05CF,N05
1482513,N03AF,N03
1482517,N03AF,N03
1482523,N03AF,N03
1482527,N03AF,N03
1491643,N03AF,N03
1235249,N05AE,N05
1040036,N05AE,N05
1431237,N05AE,N05
1040043,N05AE,N05
1297357,N05AE,N05
1114333,R03AC,R03
1797843,R01AD,R01
799040,R01AD,R01
799037,R01AD,R01
1797840,R01AD,R01
2105831,L01XC,L01
2105835,L01XC,L01
1356693,L01XX,L01
861962,N06BA,N06
2107058,L01XC,L01
1726102,L01AA,L01
1299973,N03AG,N03
1299978,N03AG,N03
1299967,N03AG,N03
1299971,N03AG,N03
261106,N01AH,N01
