RXCUI,ATC4,ATC2
577785,C09CA,C09
577787,C09CA,C09
639539,C09CA,C09
639543,C09CA,C09
578325,C09CA,C09
578330,C09CA,C09
805855,C09CA,C09
1246306,A07EA,A07
1246317,A07EA,A07
1246290,A07EA,A07
1246315,A07EA,A07
797061,A02BC,A02
797065,A02BC,A02
1666334,B01AC,B01
1116639,B01AC,B01
966524,A07EA,A07
966529,A07EA,A07
866429,C07AB,C07
866438,C07AB,C07
866414,C07AB,C07
866421,C07AB,C07
616830,A07EA,A07
616817,A07EA,A07
616819,A07EA,A07
861570,A02BC,A02
861576,A02BC,A02
1297660,A02BC,A02
861583,A02BC,A02
606731,A02BC,A02
1297763,A02BC,A02
606728,A02BC,A02
603534,A02BC,A02
603536,A02BC,A02
2101715,D07AC,D07
1872261,L04AC,L04
2055008,D10AD,D10
207406,J05AP,J05
984120,A16AX,A16
206821,N05BA,N05
104719,N05BA,N05
206828,N05BA,N05
1087427,R06AB,R06
858806,C09AA,C09
858815,C09AA,C09
858819,C09AA,C09
858812,C09AA,C09
858830,C09AA,C09
793873,C01DA,C01
793872,C01DA,C01
861670,N02CA,N02
859192,N04BD,N04
207074,D05AD,D05
801962,N05BA,N05
993545,N06AX,N06
993564,N06AX,N06
833219,C05AE,C05
834393,C05AE,C05
831055,C05AE,C05
830863,C05AE,C05
830847,C05AE,C05
830839,C05AE,C05
830803,C05AE,C05
830798,C05AE,C05
153655,N04BX,N04
209977,D06BB,D06
825321,D06BB,D06
1922895,C07AA,C07
1923429,C07AA,C07
1549099,D10AE,D10
845836,D10AE,D10
1549204,D10AE,D10
1098781,D10AB,D10
1736015,D01AE,D01
797892,D01AE,D01
826807,P03AX,P03
207839,B02BA,B02
1246075,C05AD,C05
1052684,C05AD,C05
830876,C05AE,C05
830878,C05AE,C05
830880,C05AE,C05
830883,C05AE,C05
830898,C05AE,C05
830902,C05AE,C05
208720,A16AX,A16
1310125,P03AX,P03
199680,P03AX,P03
200010,P03AX,P03
831193,C05AE,C05
831244,C05AE,C05
831296,C05AE,C05
831323,C05AE,C05
831347,C05AE,C05
831360,C05AE,C05
903859,N07AA,N07
903845,N07AA,N07
903849,N07AA,N07
1598826,D10AE,D10
213045,L01BC,L01
207125,D01AE,D01
207127,D01AE,D01
889616,N05BA,N05
830196,A07DA,A07
201625,N05CA,N05
207678,C02DD,C02
201628,N05CA,N05
1667916,C01CA,C01
104094,A02BA,A02
104095,A02BA,A02
1048903,D01AE,D01
352085,D11AH,D11
998426,D06BB,D06
580294,D01AC,D01
208334,D10AD,D10
805370,D10AD,D10
1987646,D10AD,D10
1488047,D10AD,D10
846955,D10AD,D10
208328,D10AD,D10
208330,D10AD,D10
208331,D10AD,D10
701305,D10AD,D10
261345,D01AE,D01
284544,D10AE,D10
1006693,D10AF,D10
284539,L01BC,L01
213120,A01AB,A01
213082,D10AE,D10
1539762,D01AC,D01
1234533,C05AD,C05
1234552,C05AD,C05
1039685,D01AE,D01
865105,D01AE,D01
153031,D11AX,D11
702503,A01AC,A01
206349,A01AC,A01
991233,L01XX,L01
261349,L01XX,L01
351914,S01LA,S01
993552,N06AX,N06
993569,N06AX,N06
993683,N06AX,N06
1235205,D01AE,D01
1236624,D10AE,D10
1235208,D01AE,D01
884254,J01CG,J01
1659134,J01CG,J01
210669,A06AC,A06
1095600,A06AB,A06
577185,A06AB,A06
1048056,A03BA,A03
1293634,P03AX,P03
1293637,P03AX,P03
900164,N03AX,N03
850087,N03AX,N03
850091,N03AX,N03
900156,N03AX,N03
1098608,N03AX,N03
1146690,N03AX,N03
308047,N05BA,N05
308048,N05BA,N05
197321,N05BA,N05
197322,N05BA,N05
198057,N05BA,N05
312134,N05BA,N05
198059,N05BA,N05
198241,N05CD,N05
198242,N05CD,N05
884173,C02AC,C02
884185,C02AC,C02
884189,C02AC,C02
387003,N03AX,N03
198032,C08CA,C08
198033,C08CA,C08
197443,N04BA,N04
197444,N04BA,N04
197445,N04BA,N04
855926,D11AX,D11
197816,C03BA,C03
197815,C03BA,C03
311192,C01DA,C01
198223,C03DA,C03
198222,C03DA,C03
856535,C07AA,C07
856569,C07AA,C07
856460,C07AA,C07
856481,C07AA,C07
313096,C03DA,C03
429503,C03AA,C03
1001004,N07AX,N07
903873,N06AB,N06
903879,N06AB,N06
1049621,N02AA,N02
1049611,N02AA,N02
1049618,N02AA,N02
830795,C05AE,C05
1049225,N02BE,N02
1049214,N02BE,N02
863669,G04CA,G04
892342,N02AA,N02
892349,N02AA,N02
892355,N02AA,N02
892297,N02AA,N02
894942,N02AA,N02
894970,N02AA,N02
854894,N05CF,N05
854880,N05CF,N05
892494,N02AA,N02
892643,N02AA,N02
848582,N04BC,N04
799055,N04BC,N04
799056,N04BC,N04
799054,N04BC,N04
824959,N04BC,N04
485413,N05BA,N05
485415,N05BA,N05
485414,N05BA,N05
485416,N05BA,N05
1049589,N02AJ,N02
1013930,C02AC,C02
891881,N02AA,N02
891888,N02AA,N02
891893,N02AA,N02
891874,N02AA,N02
892646,N02AA,N02
1100184,N06DA,N06
834167,A01AB,A01
834175,A01AB,A01
544597,R05CA,R05
688596,H05BA,H05
904605,C07AA,C07
904571,C07AA,C07
904583,C07AA,C07
904593,C07AA,C07
848951,C10AC,C10
832718,A12BA,A12
312529,A12BA,A12
628958,A12BA,A12
311944,C04AC,C04
199376,A12BA,A12
199381,A12BA,A12
1658300,A12BA,A12
1658303,A12BA,A12
835958,C01BD,C01
834350,C01BD,C01
834346,C01BD,C01
832731,A12BA,A12
198056,A14AA,A14
351276,A14AA,A14
1867547,A12BA,A12
857002,N02BE,N02
857005,N02BE,N02
856999,N02BE,N02
2047868,N03AG,N03
608934,A01AB,A01
1494778,N03AX,N03
1494781,N03AX,N03
1494775,N03AX,N03
1494766,N03AX,N03
1494771,N03AX,N03
1597129,G03BA,G03
197541,M04AC,M04
753478,G03AA,G03
753479,G03AA,G03
723801,R05CA,R05
1232418,J02AC,J02
1483141,P03AX,P03
1442980,P03AX,P03
896112,D01AE,D01
237656,B05CX,B05
309778,B05CX,B05
313002,A12CA,A12
800979,N06AX,N06
801417,N06AX,N06
204520,A12BA,A12
809605,B05AA,B05
486515,A12CA,A12
847621,A12AA,A12
847628,A12AA,A12
827353,B05XA,B05
313091,A06AD,A06
310571,B05CX,B05
311451,A06AD,A06
307707,G01AD,G01
806392,A12AA,A12
1665060,J01DB,J01
1659287,J01DD,J01
1665046,J01DD,J01
1722934,J01DH,J01
1665088,J01DE,J01
1601982,N06AX,N06
1946735,N01BA,N01
1795477,B05CX,B05
1791408,A06AD,A06
687196,B05CX,B05
1795348,B05CX,B05
1795254,B05CX,B05
1795168,B05CX,B05
1794887,B05CX,B05
244098,B05CX,B05
245220,B05CX,B05
309783,B05CX,B05
630796,B05CX,B05
1863605,B05CX,B05
615099,B05CX,B05
615100,B05CX,B05
1863973,B05CX,B05
615107,B05CX,B05
1863986,B05CX,B05
800928,B05XA,B05
1190439,B05CX,B05
800812,B05CX,B05
847630,A12AA,A12
847627,A12AA,A12
847617,A12AA,A12
1807639,A12CA,A12
1807549,A12CA,A12
730781,A12CA,A12
730782,A12CA,A12
637551,A12BA,A12
1014431,N06AX,N06
800611,N06AX,N06
800862,N06AX,N06
800563,N06AX,N06
800933,N06AX,N06
1807637,A12CA,A12
1737566,C01BB,C01
313263,R03DA,R03
1361607,B01AB,B01
1659195,B01AB,B01
1362060,B01AB,B01
1737744,C01BB,C01
1737723,C01BB,C01
1362935,B01AB,B01
208236,V04CC,V04
1596938,A01AA,A01
251960,A01AA,A01
248389,A01AA,A01
1193240,A01AA,A01
1297387,A01AA,A01
851204,A01AA,A01
204760,A02AA,A02
1536470,A09AB,A09
1536503,A01AD,A01
1797919,D07AC,D07
1872088,A01AD,A01
1492387,A02AC,A02
1593660,G02CC,G02
1432488,N02BE,N02
1927849,N02BE,N02
1550968,N02BE,N02
1534835,N02BE,N02
1804384,N02BE,N02
1248002,A06AA,A06
1042688,N02BE,N02
1801704,N02BE,N02
1550963,D04AA,D04
603136,N02BE,N02
1297288,N02BE,N02
1537029,A01AD,A01
1536840,A01AD,A01
1730187,A01AD,A01
1927026,A01AD,A01
1297404,N02BE,N02
1928005,N02BE,N02
2048713,N02BE,N02
2048714,N02BE,N02
211874,A01AD,A01
211887,A01AD,A01
825180,A01AD,A01
825181,A01AD,A01
308416,A01AD,A01
198467,A01AD,A01
702320,A01AD,A01
1536680,A01AD,A01
1536467,A01AD,A01
1536474,A09AB,A09
849728,G02CC,G02
1367428,G02CC,G02
1112233,G02CC,G02
1536477,N02BE,N02
1597300,N02BE,N02
1597312,N02BE,N02
212439,N02BE,N02
1092365,N02BE,N02
1876804,N02BE,N02
996288,C05AD,C05
1095364,C05AD,C05
808062,C05AD,C05
808357,C05AD,C05
636188,B05CB,B05
861724,A01AA,A01
861728,A01AA,A01
636724,A01AA,A01
562600,D01AE,D01
1101850,C05BB,C05
199106,P02CC,P02
1012204,C01BB,C01
1050511,R05DA,R05
1234578,C01CA,C01
1234585,C01CA,C01
1234569,C01CA,C01
1485596,P03AX,P03
1429895,N02BE,N02
1049535,A01AB,A01
1101854,C05BB,C05
313552,D01AE,D01
1115333,R05DA,R05
1045620,A01AB,A01
1299659,D01AE,D01
998329,D01AE,D01
209990,D10AB,D10
883358,A11CC,A11
1599173,D01AE,D01
605730,A01AB,A01
901401,A01AB,A01
1598073,D11AX,D11
211666,A01AB,A01
261119,A01AB,A01
1006057,D10AF,D10
861492,D07AD,D07
861506,D07AD,D07
861513,D07AD,D07
242674,D08AE,D08
153183,D10AD,D10
1191267,C05AA,C05
205534,D07AB,D07
205529,D07AB,D07
1663747,D10AE,D10
830648,D10AE,D10
905387,D10AD,D10
284420,D10AD,D10
722113,D10AD,D10
1191264,D10AD,D10
1437709,D11AX,D11
728126,C05AD,C05
1091843,R03DX,R03
151124,L02BG,L02
153639,N05AH,N05
153640,N05AH,N05
284509,N05AH,N05
153638,N05AH,N05
616489,N05AH,N05
616485,N05AH,N05
721793,N05AH,N05
721795,N05AH,N05
721797,N05AH,N05
1648647,N05AH,N05
402091,L01XE,L01
1597593,L01XX,L01
1942485,L01XX,L01
1942489,L01XX,L01
108828,L02BB,L02
727954,L02BA,L02
859749,C10AA,C10
859753,C10AA,C10
859421,C10AA,C10
859426,C10AA,C10
1607112,R03BB,R03
1303107,R03BB,R03
105641,L02AE,L02
211544,L02AE,L02
2047639,V03AE,V03
2053927,V03AE,V03
1721571,L01XE,L01
1721583,L01XE,L01
1731042,M04AB,M04
1989109,R03DX,R03
1551923,A06AH,A06
1601373,A06AH,A06
1919512,L01XC,L01
1790644,R03AC,R03
1919516,L01XC,L01
858044,A10BH,A10
858040,A10BH,A10
1043567,A10BD,A10
1043582,A10BD,A10
1043574,A10BD,A10
1486981,A10BK,A10
1486977,A10BK,A10
1940498,A10BD,A10
1593831,A10BD,A10
1593833,A10BD,A10
1593835,A10BD,A10
1593775,A10BD,A10
847917,A10BJ,A10
1242968,A10BJ,A10
847913,A10BJ,A10
1544918,A10BJ,A10
1990869,A10BJ,A10
861045,A10BX,A10
861043,A10BX,A10
1925504,A10BK,A10
1114074,L01XE,L01
1114096,L01XE,L01
853201,N05AH,N05
895670,N05AH,N05
721791,N05AH,N05
721794,N05AH,N05
721796,N05AH,N05
1862735,D01AE,D01
206026,A01AC,A01
206347,A01AC,A01
1729511,A01AC,A01
884077,A01AC,A01
1648997,A01AC,A01
1085773,A01AC,A01
1648999,A01AC,A01
1867697,J01DB,J01
1442871,A01AC,A01
1442876,A01AC,A01
1442881,B05BC,B05
1302483,A09AB,A09
860092,M01AB,M01
1665461,M01AB,M01
244095,B05CX,B05
1665459,M01AB,M01
807396,B05CX,B05
801357,B05XA,B05
801445,A06AD,A06
801112,B05XA,B05
313090,A06AD,A06
1367420,B02BC,B02
206535,A06AD,A06
206536,A06AD,A06
206537,A06AD,A06
1791409,A06AD,A06
801136,N06AX,N06
800588,N06AX,N06
310473,D06AX,D06
242816,D06AX,D06
1870633,D06AX,D06
310477,D06AX,D06
197736,D06AX,D06
801648,N06AX,N06
237367,A12BA,A12
1860463,A12BA,A12
403890,A12BA,A12
1860239,A12BA,A12
312521,A12BA,A12
312507,A12BA,A12
615111,B05CX,B05
847626,A12AA,A12
1743869,C01CA,C01
1743877,C01CA,C01
1292887,C01CA,C01
312128,J01CF,J01
240637,J01CF,J01
207390,J01CE,J01
204466,J01CE,J01
207391,J01CE,J01
1868565,C01DA,C01
312004,C01DA,C01
1868494,C01DA,C01
309985,C01CA,C01
309986,C01CA,C01
309987,C01CA,C01
800420,N06AX,N06
800405,N06AX,N06
800438,N06AX,N06
800444,N06AX,N06
801012,N06AX,N06
801000,N06AX,N06
801018,N06AX,N06
801016,N06AX,N06
801031,N06AX,N06
801405,N06AX,N06
801398,N06AX,N06
800415,N06AX,N06
800449,N06AX,N06
801015,N06AX,N06
801021,N06AX,N06
899350,R05CB,R05
309339,D10AF,D10
1807508,A07AA,A07
309335,D10AF,D10
309336,D10AF,D10
1791595,L01AA,L01
2003662,B02BC,B02
199739,A02BA,A02
2003664,B02BC,B02
2003668,B02BC,B02
2003670,B02BC,B02
1305892,B02BC,B02
1305908,B02BC,B02
1305910,B02BC,B02
1001593,B02BC,B02
1014305,B02BC,B02
1795609,B05CX,B05
1807631,A12CA,A12
1807632,A12CA,A12
1795616,B05CX,B05
1658690,B01AB,B01
1718906,N05CM,N05
1658692,B01AB,B01
1718909,N05CM,N05
200349,B01AC,B01
1736477,B01AC,B01
1997015,B01AE,B01
1997017,B01AE,B01
1737742,C01BB,C01
1807633,A12CA,A12
1807634,A12CA,A12
1361021,C04AB,C04
1723168,C05AD,C05
1543069,C01BB,C01
1657026,A01AD,A01
1673142,N01BB,N01
1012745,N01BB,N01
1293648,A01AD,A01
1011809,A01AD,A01
1011814,A01AD,A01
1012769,N01BB,N01
1012762,N01BB,N01
1039483,D08AX,D08
1011825,A01AD,A01
1012461,N01BB,N01
1012707,A01AD,A01
1012705,N01BB,N01
1011820,A01AD,A01
861588,A01AD,A01
1086767,D04AA,D04
205121,A06AA,A06
1090518,A02BA,A02
240698,A01AA,A01
1052760,A06AD,A06
248684,D01AE,D01
1359363,D06AX,D06
1437774,D04AA,D04
827318,A01AD,A01
1372312,N02BE,N02
1042684,N02BE,N02
1043619,R05CA,R05
1797929,A07EA,A07
1236048,D04AA,D04
1363475,D04AA,D04
1050506,R01BA,R01
636522,R05CA,R05
1648110,D06AX,D06
204691,A06AB,A06
997406,R06AX,R06
1100924,B05CA,B05
476553,A02AC,A02
1043499,R06AB,R06
1049551,R01BA,R01
1094357,G04BX,G04
1111663,R05DA,R05
1087030,D04AA,D04
1087169,R06AE,R06
643046,A02BA,A02
308685,D10AE,D10
312935,A06AB,A06
1940587,C01EB,C01
1038904,A01AA,A01
1112231,G02CC,G02
1099774,R06AX,R06
1090076,D04AA,D04
1294557,D04AA,D04
240559,D01AE,D01
1014675,R06AE,R06
1053138,D04AA,D04
312880,D01AE,D01
309368,A01AB,A01
1437725,D04AA,D04
1020477,D04AA,D04
1020118,D08AE,D08
701913,N02BE,N02
209884,D11AX,D11
91349,A01AB,A01
808520,D08AX,D08
582901,D08AX,D08
307684,N02BE,N02
643102,C01EB,C01
1086750,N02BE,N02
1090946,R05DA,R05
1090461,R06AB,R06
308753,A06AB,A06
1090078,D04AA,D04
200162,A06AB,A06
251292,A06AB,A06
1049880,D04AA,D04
343017,A06AA,A06
849737,G02CC,G02
581662,D08AX,D08
198776,C05BB,C05
998254,R06AB,R06
259093,C01CA,C01
1053346,A06AD,A06
1044940,R05DA,R05
995666,R06AE,R06
995632,R06AE,R06
1542919,B05CB,B05
1374851,D08AJ,D08
1086720,D04AA,D04
1536675,A01AD,A01
1299089,C01EB,C01
198380,D01AC,D01
307686,N02BE,N02
1043704,R01AA,R01
421299,A06AG,A06
1360638,R05DA,R05
104155,A06AG,A06
251374,N02BE,N02
1190331,R06AX,R06
1090087,C01CA,C01
198029,N07BA,N07
1098496,N02BE,N02
1090445,R06AB,R06
1090443,R06AB,R06
1424850,N02BE,N02
198509,A06AB,A06
581660,D08AX,D08
1116568,N02BE,N02
1049900,D04AA,D04
1094556,A01AA,A01
1363323,R06AB,R06
198405,C01EB,C01
1656815,N02BE,N02
311373,R06AX,R06
1112908,N02BE,N02
359601,R05CA,R05
1147685,R05DA,R05
1304111,R05CA,R05
1046751,N02BE,N02
1482533,R06AE,R06
1090623,R05CA,R05
1049374,D08AJ,D08
1366502,N02BE,N02
998428,A01AB,A01
1052670,N02BE,N02
1313969,N02BE,N02
1116528,R06AX,R06
410226,N02BE,N02
1801964,N02BE,N02
1544175,N02BE,N02
198434,N02BE,N02
313029,A01AA,A01
998740,A06AB,A06
1483617,D04AA,D04
1038558,D08AJ,D08
1094724,D08AX,D08
1796460,N02BE,N02
901814,D04AA,D04
1299244,R06AX,R06
891710,P03AX,P03
1657147,N02BE,N02
891775,A01AA,A01
1038800,A01AA,A01
992816,A01AB,A01
1087047,C01CA,C01
103403,A01AC,A01
1658757,D04AA,D04
243587,C05AD,C05
1085945,D04AA,D04
1087051,R06AX,R06
2049332,R05DA,R05
1423967,D04AA,D04
198439,N02BE,N02
1943483,R06AB,R06
1986431,R05DA,R05
1094126,G04BX,G04
312564,D08AG,D08
1237110,N02BE,N02
797544,D08AX,D08
251577,D01AE,D01
705909,A06AA,A06
249465,C01CA,C01
1550957,D04AA,D04
1730192,N02BE,N02
1192737,R06AX,R06
2056073,R05DA,R05
1795585,R05DA,R05
250387,P03AC,P03
1014580,R06AE,R06
1356113,N02BE,N02
2053430,R05DA,R05
824574,C05AD,C05
1039251,C05AD,C05
1432465,A02AC,A02
434413,A07BC,A07
1428880,N02BE,N02
1299018,C01EB,C01
1595624,C01BB,C01
1366789,C01BB,C01
251400,D01AE,D01
244642,P03AX,P03
308072,A02AD,A02
1549337,R06AE,R06
1800794,R06AE,R06
1292313,D04AA,D04
1992526,D04AA,D04
1298435,A12CA,A12
2047587,A07DA,A07
1048081,C05BB,C05
1492380,N02BE,N02
1052943,R01AA,R01
996202,R01AA,R01
309714,S01KA,S01
1862280,R06AX,R06
199603,A01AB,A01
755478,R06AX,R06
1298448,D01AE,D01
1053142,D04AA,D04
1242397,R06AX,R06
1115991,C01CA,C01
1421893,C01BB,C01
1791612,A06AB,A06
317564,A01AC,A01
998461,A01AB,A01
1010895,C01BB,C01
238909,C05AD,C05
198494,C05AD,C05
1011849,C01BB,C01
1600267,D10AE,D10
1116155,C05AD,C05
1544873,R05DA,R05
1597298,N02BE,N02
1189623,C01BB,C01
1361205,C01BB,C01
1593450,N02BE,N02
1606291,N02BE,N02
1926601,D04AA,D04
1489932,J01XX,J01
313820,N02BE,N02
477282,N02BE,N02
1046799,N02BE,N02
1608065,D04AA,D04
251020,A06AB,A06
562785,C05AD,C05
1098435,N02BE,N02
317865,A02AC,A02
1372652,R05DA,R05
1939343,N02BE,N02
1424551,N02BE,N02
1944254,N02BE,N02
1659805,N02BE,N02
1535609,N02BE,N02
1727571,N02BE,N02
1090495,R05DA,R05
1546881,N02BE,N02
2107814,D04AA,D04
244557,C05AD,C05
1421985,R06AB,R06
1244675,R05CA,R05
1046593,D08AJ,D08
245001,A02AD,A02
2043455,D08AJ,D08
1010077,C01BB,C01
346298,D01AE,D01
312793,D10AB,D10
1245168,A06AD,A06
1053386,P03AX,P03
1544717,C05AD,C05
1092373,N02BE,N02
730780,A12CA,A12
1737778,C01BB,C01
1234532,C05AD,C05
1234546,C05AD,C05
1855193,N02BE,N02
1789738,D04AA,D04
1020364,D08AX,D08
308939,C05BB,C05
1043658,R01AA,R01
1661740,R05DA,R05
198436,N02BE,N02
1593110,A01AD,A01
1010931,C01BB,C01
1358471,R06AX,R06
213158,R05CA,R05
1370127,R06AB,R06
1422935,R05DA,R05
1150131,R05DA,R05
562266,D10AF,D10
866924,C07AB,C07
197465,N05BA,N05
866514,C07AB,C07
197466,N05BA,N05
856720,N06AA,N06
866511,C07AB,C07
198105,C07AA,C07
198286,C07AA,C07
1298857,N06AA,N06
197464,N05BA,N05
856840,N06AA,N06
197725,M01AE,M01
197436,C09AA,C09
197437,C09AA,C09
197438,C09AA,C09
197439,C09AA,C09
1298861,N06AA,N06
308988,N04BA,N04
1298870,N06AA,N06
308989,N04BA,N04
198104,C07AA,C07
197319,M04AA,M04
198224,C03AA,C03
197817,C01EB,C01
197818,C01EB,C01
198152,M04AB,M04
197951,C03AA,C03
197320,M04AA,M04
197495,A10BB,A10
197496,A10BB,A10
856769,N05BA,N05
197500,C03BA,C03
314034,N05AD,N05
198294,A10BB,A10
198292,A10BB,A10
198284,C07AA,C07
197499,C03BA,C03
197316,R03AC,R03
310671,N05AD,N05
313195,L02BA,L02
856792,N05BA,N05
198297,M01AB,M01
310672,N05AD,N05
856706,N06AA,N06
314035,N05AD,N05
197754,N05AD,N05
856429,C03AA,C03
310670,N05AD,N05
198034,C08CA,C08
855657,D11AX,D11
312301,C04AD,C04
198035,C08CA,C08
198036,C08CA,C08
1190572,A03BA,A03
197958,C02AB,C02
866482,C03AA,C03
198238,M01AB,M01
993691,N06AX,N06
866479,C03AA,C03
993687,N06AX,N06
856797,N06AA,N06
866491,C03AA,C03
898719,C09AA,C09
93252,C03DB,C03
93253,C03DB,C03
310291,M01AE,M01
313291,R03DA,R03
348472,R03DA,R03
854916,C07AB,C07
854919,C07AB,C07
197963,C03AA,C03
897021,N07XX,N07
897683,C08DA,C08
198239,M01AB,M01
198293,A10BB,A10
197318,R03AC,R03
856825,N06AA,N06
977883,C03AA,C03
197956,C02AB,C02
313354,N05AC,N05
198274,N05AC,N05
198275,N05AC,N05
198270,N05AC,N05
848722,N05AX,N05
848736,N05AX,N05
848740,N05AX,N05
848744,N05AX,N05
848748,N05AX,N05
848728,N05AX,N05
848732,N05AX,N05
2103018,M01CC,M01
197960,C03AA,C03
858824,C09AA,C09
198285,C07AA,C07
858828,C09AA,C09
856422,C03AA,C03
828299,M03BX,M03
897666,C08DA,C08
998671,C02AC,C02
998675,C02AC,C02
998679,C02AC,C02
313362,N05AF,N05
197388,L04AX,L04
858613,C08CA,C08
1000048,D04AX,D04
876524,C08CA,C08
876514,C08CA,C08
876529,C08CA,C08
876519,C08CA,C08
996571,N06DX,N06
996561,N06DX,N06
310490,A10BB,A10
310488,A10BB,A10
866111,N05BE,N05
197745,C02AC,C02
197746,C02AC,C02
998689,C07AB,C07
861156,C01BC,C01
861164,C01BC,C01
861171,C01BC,C01
310812,C03DB,C03
310818,C03DB,C03
998685,C07AB,C07
858616,C08CA,C08
197658,G03CA,G03
197659,G03CA,G03
855671,N03AB,N03
260376,G04CA,G04
722126,C08CA,C08
858747,A05AA,A05
359383,J01MA,J01
403921,J01MA,J01
966220,H03AA,H03
966221,H03AA,H03
966222,H03AA,H03
966253,H03AA,H03
892246,H03AA,H03
966248,H03AA,H03
966224,H03AA,H03
966225,H03AA,H03
966249,H03AA,H03
892251,H03AA,H03
892255,H03AA,H03
966270,H03AA,H03
313364,N05AF,N05
993557,N06AX,N06
197411,G02CB,G02
313190,D11AH,D11
198377,D11AH,D11
198378,D11AH,D11
197383,C07AB,C07
197382,C07AB,C07
790489,C08CA,C08
763519,C08CA,C08
763574,C08CA,C08
763589,C08CA,C08
859424,C10AA,C10
311984,C08CA,C08
311985,C08CA,C08
360344,C08CA,C08
349477,J05AG,J05
313215,G04CA,G04
313217,G04CA,G04
313219,G04CA,G04
197900,N05BA,N05
198322,N05AB,N05
198324,N05AB,N05
198325,N05AB,N05
198323,N05AB,N05
197901,N05BA,N05
198316,C03DB,C03
856783,N06AA,N06
856834,N06AA,N06
856845,N06AA,N06
855861,N03AB,N03
856853,N06AA,N06
856762,N06AA,N06
856773,N06AA,N06
197902,N05BA,N05
802749,C09CA,C09
313366,N05AF,N05
857297,N06AA,N06
799048,A01AB,A01
857301,N06AA,N06
857305,N06AA,N06
198243,N05CD,N05
485489,N05CD,N05
200256,A10BX,A10
200258,A10BX,A10
1000070,D04AX,D04
349462,N02CC,N02
197687,L01CB,L01
1536586,G03AA,G03
1534809,G03AA,G03
242333,G03CA,G03
238003,G03CA,G03
241527,G03CA,G03
238004,G03CA,G03
403922,G03CA,G03
403923,G03CA,G03
312828,N05AX,N05
312829,N05AX,N05
312830,N05AX,N05
312831,N05AX,N05
312832,N05AX,N05
314211,N05AX,N05
402109,J05AE,J05
312839,N02CC,N02
312837,N02CC,N02
855873,N03AB,N03
1313885,N03AB,N03
866103,N05AX,N05
672567,N05AX,N05
672569,N05AX,N05
672571,N05AX,N05
349420,R06AX,R06
199422,J05AG,J05
242679,J05AF,J05
199206,N07XX,N07
833709,N02AX,N02
833711,N02AX,N02
833713,N02AX,N02
864681,P01BB,P01
864675,P01BB,P01
485020,L04AA,L04
485023,L04AA,L04
1000076,D04AX,D04
597971,C08CA,C08
597974,C08CA,C08
597993,C08CA,C08
406524,A01AB,A01
434018,A01AB,A01
1423080,A01AB,A01
1653433,A01AB,A01
1009145,N06BA,N06
687043,N06BA,N06
577957,N06BA,N06
628953,A12BA,A12
1606347,C07AB,C07
1606349,C07AB,C07
866427,C07AB,C07
866436,C07AB,C07
866412,C07AB,C07
866419,C07AB,C07
248478,G03CA,G03
241946,G03CA,G03
242891,G03CA,G03
1149632,G03CA,G03
242892,G03CA,G03
643123,A07EA,A07
643125,A07EA,A07
643127,A07EA,A07
105583,L01BC,L01
1095712,J05AG,J05
861132,G04CA,G04
313361,N05AF,N05
402696,C08CA,C08
402695,C08CA,C08
483090,N04BA,N04
476399,N04BA,N04
476515,N04BA,N04
311204,J02AC,J02
855818,B01AC,B01
855812,B01AC,B01
198296,M01AB,M01
199119,A02BC,A02
830861,C05AE,C05
830845,C05AE,C05
830837,C05AE,C05
198076,N05AB,N05
198077,N05AB,N05
198078,N05AB,N05
198075,N05AB,N05
1000097,D04AX,D04
310384,N06AB,N06
310385,N06AB,N06
996615,N06DX,N06
996594,N06DX,N06
996603,N06DX,N06
996609,N06DX,N06
995624,R06AE,R06
311288,N03AX,N03
311289,N03AX,N03
311290,N03AX,N03
315223,N02CC,N02
313161,N02CC,N02
313160,N02CC,N02
349483,C09CA,C09
349199,C09CA,C09
349201,C09CA,C09
349200,C09CA,C09
865117,N05AB,N05
865123,N05AB,N05
1652674,A01AB,A01
1649425,A01AB,A01
830865,C05AE,C05
860918,N05AB,N05
483427,C10AB,C10
483425,C10AB,C10
830869,C05AE,C05
859841,N05AB,N05
199663,J05AF,J05
830872,C05AE,C05
1650444,A01AB,A01
208332,D10AD,D10
208327,D10AD,D10
1298452,D01AE,D01
260350,C01AA,C01
260351,C01AA,C01
897584,C08DA,C08
897590,C08DA,C08
897596,C08DA,C08
897612,C08DA,C08
636045,C03AA,C03
897618,C08DA,C08
1000058,D04AX,D04
897624,C08DA,C08
748878,G03AA,G03
404058,D10AD,D10
404061,D10AD,D10
404064,D10AD,D10
310140,C09CA,C09
1373745,J05AG,J05
308725,L01XX,L01
1111641,L03AX,L03
1487361,L03AX,L03
351137,R03AC,R03
351136,R03AC,R03
1738483,N06AB,N06
1738495,N06AB,N06
1738503,N06AB,N06
1738527,N06AB,N06
311386,N05AH,N05
728550,D01AC,D01
314078,N05AH,N05
349373,C09CA,C09
311385,N05AH,N05
314075,N05AH,N05
197412,G02CB,G02
748961,G03AC,G03
1358776,G03AA,G03
751901,G03AA,G03
749848,G03AC,G03
1358763,B03AA,B03
749761,G03AA,G03
749860,G03AA,G03
748868,G03AA,G03
198042,G03AC,G03
749784,G03AA,G03
1359124,G03CA,G03
1359127,G03CA,G03
759743,G03AC,G03
1095224,B03AA,B03
748798,G03AC,G03
748800,G03AC,G03
1359117,B03AA,B03
